Date,State,Confirmed,Active,Recovered,Deaths,Gender,Age
2020-05-03,Karnataka,661,625,36,0,Female,64
2020-05-03,Maharashtra,413,370,36,7,Female,68
2020-05-03,Delhi,4002,41,3929,32,Male,24
2020-05-03,Gujarat,1751,1216,510,25,Female,43
2020-05-03,West Bengal,1141,645,484,12,Male,55
2020-05-03,Uttar Pradesh,4930,3156,1757,17,Female,67
2020-05-03,Rajasthan,4005,2368,1560,77,Female,70
2020-05-03,Punjab,215,181,32,2,Male,41
2020-05-04,Tamil Nadu,466,391,72,3,Male,25
2020-05-04,Kerala,4411,4022,325,64,Male,24
2020-05-04,Karnataka,777,90,673,14,Male,53
2020-05-04,Maharashtra,2284,110,2167,7,Male,39
2020-05-04,Delhi,1407,1344,49,14,Male,68
2020-05-04,Gujarat,525,176,346,3,Female,57
2020-05-04,West Bengal,3818,-20,3768,70,Male,18
2020-05-04,Uttar Pradesh,1125,1115,10,0,Female,64
2020-05-04,Rajasthan,489,133,348,8,Female,52
2020-05-04,Punjab,2690,1732,951,7,Female,63
2020-05-05,Tamil Nadu,3316,397,2899,20,Female,50
2020-05-05,Kerala,3654,1908,1699,47,Male,43
2020-05-05,Karnataka,3245,1015,2199,31,Male,67
2020-05-05,Maharashtra,3613,3186,355,72,Female,31
2020-05-05,Delhi,2565,1432,1082,51,Female,18
2020-05-05,Gujarat,1022,31,978,13,Male,21
2020-05-05,West Bengal,917,384,525,8,Male,69
2020-05-05,Uttar Pradesh,3769,935,2827,7,Male,21
2020-05-05,Rajasthan,3186,1473,1700,13,Female,68
2020-05-05,Punjab,1849,1082,749,18,Female,35
2020-05-06,Tamil Nadu,2770,1822,900,48,Male,32
2020-05-06,Kerala,3668,-16,3659,25,Male,41
2020-05-06,Karnataka,650,193,446,11,Female,61
2020-05-06,Maharashtra,4013,-26,3997,42,Female,68
2020-05-06,Delhi,1035,171,850,14,Female,62
2020-05-06,Gujarat,2002,1393,592,17,Female,46
2020-05-06,West Bengal,447,286,159,2,Male,35
2020-05-06,Uttar Pradesh,4390,557,3825,8,Male,34
2020-05-06,Rajasthan,3701,3031,617,53,Male,27
2020-05-06,Punjab,2816,91,2684,41,Male,60
2020-05-07,Tamil Nadu,680,586,93,1,Male,24
2020-05-07,Kerala,1680,229,1441,10,Male,66
2020-05-07,Karnataka,3560,1758,1753,49,Male,49
2020-05-07,Maharashtra,586,99,477,10,Female,62
2020-05-07,Delhi,1898,134,1742,22,Female,37
2020-05-07,Gujarat,4940,3949,985,6,Female,24
2020-05-07,West Bengal,1705,858,821,26,Male,48
2020-05-07,Uttar Pradesh,2104,891,1177,36,Male,38
2020-05-07,Rajasthan,466,38,428,0,Male,40
2020-05-07,Punjab,842,556,280,6,Female,62
2020-05-08,Tamil Nadu,3080,1951,1097,32,Male,38
2020-05-08,Kerala,140,6,132,2,Male,70
2020-05-08,Karnataka,2666,2382,272,12,Female,42
2020-05-08,Maharashtra,2005,1351,654,0,Female,63
2020-05-08,Delhi,4753,1370,3311,72,Female,55
2020-05-08,Gujarat,489,201,283,5,Male,22
2020-05-08,West Bengal,1937,177,1743,17,Male,59
2020-05-08,Uttar Pradesh,665,134,518,13,Female,29
2020-05-08,Rajasthan,1538,445,1092,1,Male,60
2020-05-08,Punjab,4189,3121,986,82,Male,37
2020-05-09,Tamil Nadu,317,75,240,2,Female,61
2020-05-09,Kerala,3084,2077,952,55,Female,61
2020-05-09,Karnataka,3729,2803,879,47,Female,69
2020-05-09,Maharashtra,4847,2740,2094,13,Female,27
2020-05-09,Delhi,2813,2609,161,43,Female,41
2020-05-09,Gujarat,3749,2703,987,59,Female,53
2020-05-09,West Bengal,1596,1106,470,20,Male,64
2020-05-09,Uttar Pradesh,513,471,35,7,Male,49
2020-05-09,Rajasthan,2268,207,2031,30,Male,57
2020-05-09,Punjab,167,87,79,1,Female,34
2020-05-10,Tamil Nadu,1403,621,768,14,Female,44
2020-05-10,Kerala,1417,827,579,11,Female,53
2020-05-10,Karnataka,975,875,94,6,Female,61
2020-05-10,Maharashtra,2715,396,2289,30,Female,56
2020-05-10,Delhi,2888,2112,742,34,Female,36
2020-05-10,Gujarat,596,174,412,10,Female,53
2020-05-10,West Bengal,3740,1396,2283,61,Female,63
2020-05-10,Uttar Pradesh,3937,273,3601,63,Female,28
2020-05-10,Rajasthan,4989,3985,912,92,Male,39
2020-05-10,Punjab,3079,1872,1206,1,Female,42
2020-05-11,Tamil Nadu,114,32,80,2,Male,47
2020-05-11,Kerala,3746,1647,2028,71,Male,30
2020-05-11,Karnataka,3892,333,3523,36,Male,42
2020-05-11,Maharashtra,4952,3744,1139,69,Male,38
2020-05-11,Delhi,875,750,116,9,Female,25
2020-05-11,Gujarat,4740,3086,1566,88,Female,30
2020-05-11,West Bengal,4520,2503,1936,81,Female,25
2020-05-11,Uttar Pradesh,2995,1563,1385,47,Female,27
2020-05-11,Rajasthan,374,14,354,6,Male,54
2020-05-11,Punjab,2845,1019,1804,22,Female,51
2020-05-12,Tamil Nadu,2726,1240,1443,43,Male,59
2020-05-12,Kerala,4839,3000,1829,10,Male,45
2020-05-12,Karnataka,4048,54,3938,56,Male,51
2020-05-12,Maharashtra,3630,1439,2149,42,Male,21
2020-05-12,Delhi,3110,2444,629,37,Female,49
2020-05-12,Gujarat,348,94,248,6,Male,21
2020-05-12,West Bengal,3140,98,2983,59,Male,67
2020-05-12,Uttar Pradesh,2356,413,1908,35,Female,56
2020-05-12,Rajasthan,36,30,6,0,Male,69
2020-05-12,Punjab,4669,1332,3249,88,Male,44
2020-05-13,Tamil Nadu,3798,2333,1408,57,Male,60
2020-05-13,Kerala,1880,1513,358,9,Female,22
2020-05-13,Karnataka,2409,1995,374,40,Male,56
2020-05-13,Maharashtra,4287,2281,2001,5,Male,64
2020-05-13,Delhi,4641,4540,88,13,Female,57
2020-05-13,Gujarat,2206,973,1215,18,Female,53
2020-05-13,West Bengal,317,116,195,6,Female,23
2020-05-13,Uttar Pradesh,3652,75,3507,70,Male,51
2020-05-13,Rajasthan,2370,193,2162,15,Male,38
2020-05-13,Punjab,4582,3776,741,65,Female,36
2020-05-14,Tamil Nadu,1185,1135,33,17,Male,66
2020-05-14,Kerala,1732,332,1391,9,Female,46
2020-05-14,Karnataka,4517,1437,3069,11,Female,63
2020-05-14,Maharashtra,23,19,4,0,Female,45
2020-05-14,Delhi,4247,2539,1674,34,Male,69
2020-05-14,Gujarat,1915,1789,103,23,Female,20
2020-05-14,West Bengal,705,505,193,7,Female,59
2020-05-14,Uttar Pradesh,1112,381,731,0,Male,40
2020-05-14,Rajasthan,1379,322,1044,13,Female,53
2020-05-14,Punjab,1991,401,1563,27,Male,46
2020-05-15,Tamil Nadu,2594,1753,793,48,Male,34
2020-05-15,Kerala,2999,2291,688,20,Male,59
2020-05-15,Karnataka,4304,4218,29,57,Male,65
2020-05-15,Maharashtra,1457,689,758,10,Male,51
2020-05-15,Delhi,3649,2749,893,7,Female,44
2020-05-15,Gujarat,3071,470,2566,35,Female,53
2020-05-15,West Bengal,2700,2114,567,19,Male,70
2020-05-15,Uttar Pradesh,4468,2629,1776,63,Male,30
2020-05-15,Rajasthan,4349,4114,161,74,Female,20
2020-05-15,Punjab,3390,1797,1551,42,Female,67
2020-05-16,Tamil Nadu,358,303,54,1,Female,55
2020-05-16,Kerala,3002,2871,110,21,Male,41
2020-05-16,Karnataka,3177,1598,1564,15,Male,70
2020-05-16,Maharashtra,73,18,55,0,Male,32
2020-05-16,Delhi,3604,1241,2325,38,Male,67
2020-05-16,Gujarat,540,397,139,4,Male,42
2020-05-16,West Bengal,4506,508,3969,29,Male,38
2020-05-16,Uttar Pradesh,3619,1851,1730,38,Female,61
2020-05-16,Rajasthan,3916,3081,769,66,Female,41
2020-05-16,Punjab,511,3,505,3,Male,38
2020-05-17,Tamil Nadu,3304,1803,1464,37,Female,60
2020-05-17,Kerala,1710,758,921,31,Male,44
2020-05-17,Karnataka,1516,1430,61,25,Female,65
2020-05-17,Maharashtra,1340,938,390,12,Female,24
2020-05-17,Delhi,920,13,894,13,Female,66
2020-05-17,Gujarat,4778,1999,2711,68,Male,42
2020-05-17,West Bengal,4861,3664,1125,72,Male,25
2020-05-17,Uttar Pradesh,2457,467,1972,18,Female,65
2020-05-17,Rajasthan,2876,1425,1420,31,Female,63
2020-05-17,Punjab,3281,2712,569,0,Female,61
2020-05-18,Tamil Nadu,4318,2622,1687,9,Female,32
2020-05-18,Kerala,2489,795,1670,24,Male,47
2020-05-18,Karnataka,3589,810,2718,61,Female,65
2020-05-18,Maharashtra,538,261,272,5,Female,63
2020-05-18,Delhi,1011,906,85,20,Female,32
2020-05-18,Gujarat,3986,938,3027,21,Male,59
2020-05-18,West Bengal,701,621,80,0,Female,34
2020-05-18,Uttar Pradesh,3736,2320,1397,19,Female,25
2020-05-18,Rajasthan,1863,1593,252,18,Female,33
2020-05-18,Punjab,1479,267,1205,7,Male,36
2020-05-19,Tamil Nadu,4653,1893,2686,74,Male,36
2020-05-19,Kerala,423,241,180,2,Male,47
2020-05-19,Karnataka,46,29,17,0,Female,25
2020-05-19,Maharashtra,3221,2998,168,55,Female,44
2020-05-19,Delhi,2618,1580,997,41,Male,52
2020-05-19,Gujarat,1739,520,1191,28,Male,64
2020-05-19,West Bengal,3254,2374,861,19,Female,70
2020-05-19,Uttar Pradesh,3405,927,2467,11,Female,60
2020-05-19,Rajasthan,1551,504,1045,2,Male,54
2020-05-19,Punjab,1858,1757,82,19,Female,45
2020-05-20,Tamil Nadu,1829,771,1034,24,Male,55
2020-05-20,Kerala,2655,1046,1583,26,Male,23
2020-05-20,Karnataka,1565,899,664,2,Male,52
2020-05-20,Maharashtra,3940,3100,799,41,Male,40
2020-05-20,Delhi,1470,222,1241,7,Male,21
2020-05-20,Gujarat,749,-2,737,14,Female,18
2020-05-20,West Bengal,4476,911,3480,85,Female,52
2020-05-20,Uttar Pradesh,4874,1287,3530,57,Female,54
2020-05-20,Rajasthan,4065,3921,78,66,Female,34
2020-05-20,Punjab,3299,2015,1222,62,Female,21
2020-05-21,Tamil Nadu,96,64,32,0,Male,19
2020-05-21,Kerala,3141,706,2405,30,Female,59
2020-05-21,Karnataka,462,57,396,9,Female,19
2020-05-21,Maharashtra,1197,760,415,22,Female,25
2020-05-21,Delhi,1459,901,553,5,Female,47
2020-05-21,Gujarat,628,125,501,2,Male,27
2020-05-21,West Bengal,1465,1274,173,18,Female,23
2020-05-21,Uttar Pradesh,978,793,174,11,Female,61
2020-05-21,Rajasthan,2274,356,1901,17,Female,61
2020-05-21,Punjab,3151,630,2521,0,Male,47
2020-05-22,Tamil Nadu,4040,1768,2215,57,Male,39
2020-05-22,Kerala,180,32,145,3,Female,47
2020-05-22,Karnataka,3943,2426,1497,20,Female,30
2020-05-22,Maharashtra,2706,1957,712,37,Male,62
2020-05-22,Delhi,4834,1380,3374,80,Female,61
2020-05-22,Gujarat,1825,1610,186,29,Female,34
2020-05-22,West Bengal,1978,952,1014,12,Male,45
2020-05-22,Uttar Pradesh,1510,1024,482,4,Male,63
2020-05-22,Rajasthan,4449,3944,485,20,Female,39
2020-05-22,Punjab,1146,477,648,21,Female,50
2020-05-23,Tamil Nadu,2398,969,1428,1,Female,55
2020-05-23,Kerala,4257,314,3858,85,Female,53
2020-05-23,Karnataka,1496,810,661,25,Female,48
2020-05-23,Maharashtra,380,183,192,5,Male,42
2020-05-23,Delhi,262,22,236,4,Female,19
2020-05-23,Gujarat,1428,1162,263,3,Female,24
2020-05-23,West Bengal,4989,3728,1202,59,Female,56
2020-05-23,Uttar Pradesh,3151,3101,13,37,Female,25
2020-05-23,Rajasthan,1189,438,750,1,Male,22
2020-05-23,Punjab,4347,947,3354,46,Female,70
2020-05-24,Tamil Nadu,872,707,162,3,Male,34
2020-05-24,Kerala,4974,4070,826,78,Male,65
2020-05-24,Karnataka,1442,1092,346,4,Male,50
2020-05-24,Maharashtra,3339,1050,2253,36,Female,37
2020-05-24,Delhi,108,34,73,1,Male,52
2020-05-24,Gujarat,4283,2849,1378,56,Male,19
2020-05-24,West Bengal,874,524,339,11,Male,59
2020-05-24,Uttar Pradesh,2825,1632,1155,38,Male,36
2020-05-24,Rajasthan,152,99,52,1,Male,51
2020-05-24,Punjab,4172,4053,63,56,Female,66
2020-05-25,Tamil Nadu,2393,1985,364,44,Male,66
2020-05-25,Kerala,4876,1444,3394,38,Female,44
2020-05-25,Karnataka,4994,3017,1914,63,Male,64
2020-05-25,Maharashtra,1649,847,788,14,Male,44
2020-05-25,Delhi,1938,863,1075,0,Male,42
2020-05-25,Gujarat,1393,206,1167,20,Male,49
2020-05-25,West Bengal,1835,621,1202,12,Male,52
2020-05-25,Uttar Pradesh,3567,1608,1920,39,Male,63
2020-05-25,Rajasthan,139,95,42,2,Male,40
2020-05-25,Punjab,2806,618,2180,8,Female,62
2020-05-26,Tamil Nadu,358,272,85,1,Female,24
2020-05-26,Kerala,153,99,54,0,Male,21
2020-05-26,Karnataka,1110,40,1061,9,Male,25
2020-05-26,Maharashtra,2891,1894,980,17,Male,56
2020-05-26,Delhi,1334,538,785,11,Male,61
2020-05-26,Gujarat,227,66,159,2,Male,19
2020-05-26,West Bengal,2573,458,2073,42,Male,19
2020-05-26,Uttar Pradesh,1599,874,695,30,Male,47
2020-05-26,Rajasthan,2990,492,2458,40,Female,43
2020-05-26,Punjab,3702,1666,1973,63,Female,65
2020-05-27,Tamil Nadu,4416,904,3492,20,Male,49
2020-05-27,Kerala,798,110,683,5,Female,49
2020-05-27,Karnataka,90,76,13,1,Male,46
2020-05-27,Maharashtra,4202,184,3949,69,Female,58
2020-05-27,Delhi,3408,2246,1131,31,Female,26
2020-05-27,Gujarat,2285,1350,891,44,Male,26
2020-05-27,West Bengal,2924,1675,1203,46,Female,41
2020-05-27,Uttar Pradesh,4922,2610,2303,9,Male,64
2020-05-27,Rajasthan,1911,1634,246,31,Female,29
2020-05-27,Punjab,2966,1495,1463,8,Female,60
2020-05-28,Tamil Nadu,4972,4161,789,22,Female,27
2020-05-28,Kerala,3234,2875,320,39,Male,27
2020-05-28,Karnataka,1948,995,942,11,Female,56
2020-05-28,Maharashtra,1453,885,553,15,Male,27
2020-05-28,Delhi,990,909,63,18,Male,23
2020-05-28,Gujarat,962,936,9,17,Male,63
2020-05-28,West Bengal,2634,894,1736,4,Female,52
2020-05-28,Uttar Pradesh,1733,1169,541,23,Male,59
2020-05-28,Rajasthan,3276,1608,1634,34,Female,50
2020-05-28,Punjab,4474,1360,3103,11,Male,19
2020-05-29,Tamil Nadu,4069,2032,2007,30,Male,65
2020-05-29,Kerala,2659,1387,1234,38,Male,24
2020-05-29,Karnataka,1444,629,787,28,Male,39
2020-05-29,Maharashtra,95,41,53,1,Male,29
2020-05-29,Delhi,1842,158,1664,20,Female,57
2020-05-29,Gujarat,3108,1922,1150,36,Female,37
2020-05-29,West Bengal,228,203,22,3,Male,45
2020-05-29,Uttar Pradesh,3726,3480,243,3,Male,30
2020-05-29,Rajasthan,3702,2737,941,24,Male,27
2020-05-29,Punjab,1256,1245,0,11,Male,27
2020-05-30,Tamil Nadu,2336,220,2084,32,Male,51
2020-05-30,Kerala,1700,649,1018,33,Male,36
2020-05-30,Karnataka,1749,1236,510,3,Female,64
2020-05-30,Maharashtra,3889,3368,478,43,Female,41
2020-05-30,Delhi,3370,1316,1998,56,Female,66
2020-05-30,Gujarat,3942,2824,1112,6,Female,24
2020-05-30,West Bengal,945,389,552,4,Female,59
2020-05-30,Uttar Pradesh,3633,2141,1426,66,Female,37
2020-05-30,Rajasthan,2681,2463,196,22,Female,38
2020-05-30,Punjab,2677,948,1677,52,Female,23
2020-05-31,Tamil Nadu,4087,3513,551,23,Male,19
2020-05-31,Kerala,4957,1083,3801,73,Female,37
2020-05-31,Karnataka,4118,331,3728,59,Female,19
2020-05-31,Maharashtra,1663,284,1369,10,Female,35
2020-05-31,Delhi,4725,2477,2215,33,Male,28
2020-05-31,Gujarat,4774,2539,2197,38,Female,49
2020-05-31,West Bengal,1147,623,517,7,Female,40
2020-05-31,Uttar Pradesh,1491,753,726,12,Female,23
2020-05-31,Rajasthan,4071,827,3220,24,Female,26
2020-05-31,Punjab,2379,1688,645,46,Male,62
2020-06-01,Tamil Nadu,4226,1107,3103,16,Female,47
2020-06-01,Kerala,221,18,201,2,Male,34
2020-06-01,Karnataka,2584,2523,18,43,Female,46
2020-06-01,Maharashtra,4243,3260,982,1,Male,41
2020-06-01,Delhi,2948,1264,1666,18,Male,39
2020-06-01,Gujarat,1757,1196,547,14,Male,44
2020-06-01,West Bengal,3326,2589,729,8,Female,34
2020-06-01,Uttar Pradesh,368,199,167,2,Female,25
2020-06-01,Rajasthan,3788,2239,1541,8,Female,52
2020-06-01,Punjab,1572,1325,219,28,Female,54
2020-06-02,Tamil Nadu,4702,1440,3245,17,Female,24
2020-06-02,Kerala,3174,2037,1114,23,Female,27
2020-06-02,Karnataka,2020,1711,286,23,Male,41
2020-06-02,Maharashtra,3543,714,2772,57,Male,33
2020-06-02,Delhi,4285,2452,1818,15,Male,33
2020-06-02,Gujarat,4036,2945,1016,75,Male,64
2020-06-02,West Bengal,2935,1782,1136,17,Female,57
2020-06-02,Uttar Pradesh,4409,997,3367,45,Male,51
2020-06-02,Rajasthan,1403,201,1186,16,Female,47
2020-06-02,Punjab,1493,338,1145,10,Male,46
2020-06-03,Tamil Nadu,2776,2161,601,14,Male,34
2020-06-03,Kerala,1665,552,1086,27,Male,51
2020-06-03,Karnataka,4686,4600,61,25,Male,30
2020-06-03,Maharashtra,1287,432,853,2,Male,33
2020-06-03,Delhi,2505,782,1683,40,Male,48
2020-06-03,Gujarat,4693,2699,1945,49,Male,38
2020-06-03,West Bengal,3529,3180,292,57,Male,67
2020-06-03,Uttar Pradesh,2992,420,2570,2,Male,45
2020-06-03,Rajasthan,4935,330,4600,5,Female,48
2020-06-03,Punjab,2569,2036,530,3,Male,66
2020-06-04,Tamil Nadu,4941,623,4310,8,Female,18
2020-06-04,Kerala,1257,249,1005,3,Male,57
2020-06-04,Karnataka,3748,3328,348,72,Male,65
2020-06-04,Maharashtra,3867,1643,2187,37,Male,44
2020-06-04,Delhi,2286,1574,708,4,Female,48
2020-06-04,Gujarat,1269,188,1074,7,Male,32
2020-06-04,West Bengal,3400,368,3012,20,Male,25
2020-06-04,Uttar Pradesh,1086,998,78,10,Male,21
2020-06-04,Rajasthan,3129,1737,1387,5,Female,60
2020-06-04,Punjab,3677,3288,383,6,Female,28
2020-06-05,Tamil Nadu,3973,3179,732,62,Female,60
2020-06-05,Kerala,927,745,168,14,Male,43
2020-06-05,Karnataka,854,541,305,8,Female,20
2020-06-05,Maharashtra,4102,3497,564,41,Female,42
2020-06-05,Delhi,294,257,37,0,Female,30
2020-06-05,Gujarat,4266,162,4085,19,Female,33
2020-06-05,West Bengal,2871,2676,140,55,Male,56
2020-06-05,Uttar Pradesh,534,317,211,6,Female,67
2020-06-05,Rajasthan,2000,1635,353,12,Female,38
2020-06-05,Punjab,4147,1368,2771,8,Female,41
2020-06-06,Tamil Nadu,1914,863,1025,26,Female,67
2020-06-06,Kerala,1487,26,1458,3,Female,38
2020-06-06,Karnataka,1249,423,808,18,Male,43
2020-06-06,Maharashtra,1078,277,782,19,Male,47
2020-06-06,Delhi,3006,1972,984,50,Male,50
2020-06-06,Gujarat,2047,1617,394,36,Female,43
2020-06-06,West Bengal,254,133,118,3,Male,67
2020-06-06,Uttar Pradesh,1493,591,894,8,Male,65
2020-06-06,Rajasthan,3827,3739,58,30,Male,58
2020-06-06,Punjab,3783,2006,1711,66,Male,25
2020-06-07,Tamil Nadu,3615,3575,6,34,Female,66
2020-06-07,Kerala,3754,15,3696,43,Male,18
2020-06-07,Karnataka,1775,1623,119,33,Female,30
2020-06-07,Maharashtra,2820,2670,138,12,Female,22
2020-06-07,Delhi,3920,3315,539,66,Male,37
2020-06-07,Gujarat,4319,2519,1771,29,Male,56
2020-06-07,West Bengal,4859,1333,3429,97,Male,36
2020-06-07,Uttar Pradesh,1424,801,603,20,Male,53
2020-06-07,Rajasthan,2738,2314,373,51,Male,30
2020-06-07,Punjab,984,449,528,7,Male,35
2020-06-08,Tamil Nadu,1060,76,982,2,Male,70
2020-06-08,Kerala,2771,323,2431,17,Female,33
2020-06-08,Karnataka,4517,183,4291,43,Female,65
2020-06-08,Maharashtra,2155,950,1184,21,Male,26
2020-06-08,Delhi,2802,1366,1401,35,Female,45
2020-06-08,Gujarat,3473,820,2589,64,Female,70
2020-06-08,West Bengal,4031,2928,1072,31,Male,63
2020-06-08,Uttar Pradesh,1042,2,1032,8,Female,45
2020-06-08,Rajasthan,2510,49,2454,7,Female,48
2020-06-08,Punjab,567,186,381,0,Male,65
2020-06-09,Tamil Nadu,3022,1278,1712,32,Female,68
2020-06-09,Kerala,3322,1558,1727,37,Female,47
2020-06-09,Karnataka,2586,578,1983,25,Male,41
2020-06-09,Maharashtra,3010,2112,889,9,Female,55
2020-06-09,Delhi,1849,570,1263,16,Female,62
2020-06-09,Gujarat,3089,999,2046,44,Female,63
2020-06-09,West Bengal,4319,1899,2360,60,Male,37
2020-06-09,Uttar Pradesh,1572,1201,363,8,Male,20
2020-06-09,Rajasthan,4564,3373,1111,80,Male,59
2020-06-09,Punjab,1841,1751,74,16,Female,65
2020-06-10,Tamil Nadu,4894,1744,3073,77,Female,51
2020-06-10,Kerala,4759,1529,3182,48,Female,48
2020-06-10,Karnataka,2977,2887,58,32,Female,53
2020-06-10,Maharashtra,3597,1299,2235,63,Female,64
2020-06-10,Delhi,3762,2082,1678,2,Female,37
2020-06-10,Gujarat,33,16,17,0,Female,26
2020-06-10,West Bengal,2271,1164,1094,13,Male,49
2020-06-10,Uttar Pradesh,4149,3905,204,40,Female,49
2020-06-10,Rajasthan,1312,362,926,24,Female,53
2020-06-10,Punjab,3298,3146,96,56,Female,19
2020-06-11,Tamil Nadu,2653,1841,782,30,Male,52
2020-06-11,Kerala,1792,564,1197,31,Male,65
2020-06-11,Karnataka,1008,763,241,4,Male,39
2020-06-11,Maharashtra,1798,714,1057,27,Female,54
2020-06-11,Delhi,4988,2354,2613,21,Female,62
2020-06-11,Gujarat,4118,2293,1818,7,Female,68
2020-06-11,West Bengal,78,30,48,0,Male,61
2020-06-11,Uttar Pradesh,2513,2,2488,23,Male,67
2020-06-11,Rajasthan,1935,741,1170,24,Female,18
2020-06-11,Punjab,4015,2590,1398,27,Male,41
2020-06-12,Tamil Nadu,686,311,371,4,Male,24
2020-06-12,Kerala,4129,3711,352,66,Male,50
2020-06-12,Karnataka,2794,1031,1724,39,Female,65
2020-06-12,Maharashtra,1577,291,1285,1,Female,27
2020-06-12,Delhi,3902,169,3708,25,Female,45
2020-06-12,Gujarat,1607,121,1457,29,Female,31
2020-06-12,West Bengal,268,46,218,4,Female,26
2020-06-12,Uttar Pradesh,4307,1471,2761,75,Female,24
2020-06-12,Rajasthan,3332,2803,525,4,Female,41
2020-06-12,Punjab,150,14,136,0,Female,23
